run_id,model,n_rows,train_seconds,auc_roc,auc_pr,f1,confusion_matrix
20260228_114323,sklearn_logreg,300000,1.5473580360412598,0.8580816006759951,0.8609489760671898,0.7421378589238318,"[[28722, 3828], [8996, 18454]]"
20260228_114323,sklearn_random_forest,300000,36.19608998298645,0.8661139331671325,0.870658105864292,0.7562585478979604,"[[28626, 3924], [8373, 19077]]"
